"Product Name",Category,age_range,purchase_count,profit
"A. Datum Rangefinder Digital Camera X200 Black","Cameras and camcorders",51-60,11,1773.45
"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure","Cameras and camcorders",51-60,1,253.37
"SV DVD Recorder L240 Gold","Music, Movies and Audio Books",51-60,55,7981.86
"WWI Desktop PC1.60 E1600 Silver",Computers,51-60,93,10285.89
"SV Hand Games for Office worker L28 Black","Games and Toys",51-60,39,432.08
"Litware Microwave 0.8CuFt E080 Blue","Home Appliances",51-60,7,320.68
"Contoso DVD 7-Inch Player Portable E200 Silver","Music, Movies and Audio Books",51-60,42,2319.08
"Contoso DVD Recorder L240 Gold","Music, Movies and Audio Books",51-60,34,5344.5
"Fabrikam Trendsetter 1/3'' 8.5mm X200 Black","Cameras and camcorders",51-60,19,12261.52
"Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink","Cell phones",51-60,23,47.16
"Contoso DVD 60 DVD Storage Binder L20 Silver","Music, Movies and Audio Books",51-60,75,1235.08
"SV Car Video LCD7W M7081 Silver","TV and Video",51-60,7,2607.68
"Contoso Conversion Lens M550 Black","Cameras and camcorders",51-60,8,1158.56
"The Phone Company PDA Wifi 3.5-inch M200 Black","Cell phones",51-60,25,3857.41
"Fabrikam Coffee Maker 12C M100 White","Home Appliances",51-60,8,1922.88
"Fabrikam Microwave 1.0CuFt E1100 White","Home Appliances",51-60,19,1414.43
"Contoso Coffee Maker 12C M1000 Silver","Home Appliances",51-60,10,2476.6
"Contoso Integrated Business Phone With card L10 Black","Cell phones",51-60,14,382.2
"Contoso Water Heater 7.2GPM X1800 Grey","Home Appliances",51-60,5,5114.36
"SV DVD 48 DVD Storage Binder M50 Silver","Music, Movies and Audio Books",51-60,50,470.38
"Contoso Water Heater 1.5GPM E0800 Silver","Home Appliances",51-60,12,1483.25
"Fabrikam Trendsetter 2/3'' 17mm X100 Grey","Cameras and camcorders",51-60,5,3276.55
"Contoso USB Cable M250 Yellow","Cameras and camcorders",51-60,9,115.18
"Fabrikam SLR Camera M147 Grey","Cameras and camcorders",51-60,12,2164.92
"Contoso DVD Recorder L210 Silver","Music, Movies and Audio Books",51-60,49,6963.69
"Fabrikam Microwave 1.5CuFt X1100 Blue","Home Appliances",51-60,6,2632.03
"MGS MechWarrior 4: Knight E121","Games and Toys",51-60,3,107.58
"Contoso General Soft Carrying Case E318 Silver","Cameras and camcorders",51-60,4,30.78
"Contoso Water Heater 1.5GPM E0800 White","Home Appliances",51-60,18,2832.33
"SV DVD 15-Inch Player Portable L200 Silver","Music, Movies and Audio Books",51-60,32,6298.84
"MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135","Games and Toys",51-60,22,556.19
"A. Datum Advanced Digital Camera M300 Grey","Cameras and camcorders",51-60,10,1018.2
"Contoso Water Heater 7.2GPM X1800 Blue","Home Appliances",51-60,4,3945.2
"Contoso Telephoto Conversion Lens X400 Silver","Cameras and camcorders",51-60,2,1064.43
"Fabrikam Laptop14.1W M4180 Red",Computers,51-60,7,1579.65
"Litware Microwave 1.5CuFt X110 Black","Home Appliances",51-60,17,8675.47
"WWI 2GB Pulse Smart pen M100 White",Audio,51-60,42,4543.95
"NT Wireless Bluetooth Stereo Headphones E102 Blue",Audio,51-60,37,1089.22
"SV Car Video LCD7 M7001 Silver","TV and Video",51-60,5,1043.6
"Contoso Power Inverter - DC to AC power inverter E900 Black",Computers,51-60,1,6.75
"Adventure Works Desktop PC2.30 MD230 White",Computers,51-60,56,18364.32
"Adventure Works 19" Portable LCD HDTV M110 White","TV and Video",51-60,30,5078.52
"Fabrikam Business Videographer 2/3" 17mm M280 Blue","Cameras and camcorders",51-60,13,7021.02
"WWI Wireless Transmitter and Bluetooth Headphones X250 Black",Audio,51-60,39,6453.95
"Contoso 16GB Mp5 Player M1600 Blue",Audio,51-60,5,653.87
"A. Datum SLR Camera M141 Blue","Cameras and camcorders",51-60,1,227.84
"Contoso DVD 48 DVD Storage Binder M50 Silver","Music, Movies and Audio Books",51-60,60,582.21
"Contoso Water Heater 7.2GPM X1800 Silver","Home Appliances",51-60,24,23051.41
"Contoso SLR Camera M146 Orange","Cameras and camcorders",51-60,27,4940.68
"Adventure Works Laptop8.9 E0890 White",Computers,51-60,23,3503.71
"Contoso SLR Camera X143 Silver","Cameras and camcorders",51-60,12,5603.86
"Contoso Microwave 1.0CuFt E0110 Silver","Home Appliances",51-60,28,2122.73
"The Phone Company Sharp Touch Screen Phones M910 Gold","Cell phones",51-60,17,2617.73
"WWI Wireless Bluetooth Stereo Headphones M170 Black",Audio,51-60,46,2746.66
"Contoso DVD External DVD Burner M200 Blue","Music, Movies and Audio Books",51-60,55,1613.65
"WWI Desktop PC2.30 M2300 Black",Computers,51-60,53,15107.3
"Contoso Water Heater 1.5GPM E0800 Green","Home Appliances",51-60,13,1537.42
"MGS RalliSport Challenge2009 E155","Games and Toys",51-60,9,106.85
"Adventure Works 19" Color Digital TV E35 Black","TV and Video",51-60,38,2852.81
"SV DVD 15-Inch Player Portable L200 Black","Music, Movies and Audio Books",51-60,39,7195.44
"Contoso 2G MP3 Player E200 Black",Audio,51-60,4,31.01
"Litware Microwave 1.5CuFt X110 Silver","Home Appliances",51-60,22,9372.63
"SV DVD External DVD Burner M200 Black","Music, Movies and Audio Books",51-60,48,1391.28
"Contoso DVD 12-Inch Player Portable M400 Black","Music, Movies and Audio Books",51-60,86,8478.44
"SV DVD Player M130 Grey","Music, Movies and Audio Books",51-60,33,1053.87
"Contoso Phone for MSN E200 White","Cell phones",51-60,11,104.3
"The Phone Company Smart phones Unlocked International M800 Grey","Cell phones",51-60,17,2814.26
"Contoso DVD 60 DVD Storage Binder L20 Black","Music, Movies and Audio Books",51-60,35,562.44
"Contoso Home Theater System 2.1 Channel M1230 White","TV and Video",51-60,6,1235.57
"Contoso Home/Office Laptop Power Adapter E300 Black",Computers,51-60,8,100.6
"Contoso KSU-less key system M38 Black","Cell phones",51-60,15,246.58
"The Phone Company Smart phones 320 x 320 M86 Gold","Cell phones",51-60,24,3972.16
"Contoso USB Wave Multi-media Keyboard E280 Blue",Computers,51-60,10,66.82
"Adventure Works Desktop PC1.80 ED182 White",Computers,51-60,48,11791.08
"Fabrikam SLR Camera M149 Blue","Cameras and camcorders",51-60,8,1732.82
"Adventure Works LCD17W E203 Black",Computers,51-60,14,813.26
"WWI Stereo Bluetooth Headphones E1000 White",Audio,51-60,33,991.42
"WWI Projector 720p DLP56 White",Computers,51-60,16,7877.19
"SV 16xDVD M330 Silver","TV and Video",51-60,13,765.31
"Contoso Digital Camera/Camcorder USB Cable E324 Purple","Cameras and camcorders",51-60,20,271.78
"Adventure Works 37" 1080p LCD HDTV M150W Black","TV and Video",51-60,13,7305.19
"Proseware Photo Inkjet Printer E290 Black",Computers,51-60,8,333.07
"Contoso DVD 14-Inch Player Portable L100 Black","Music, Movies and Audio Books",51-60,50,8821.24
"The Phone Company Sharp Touch Screen Phones M910 Black","Cell phones",51-60,29,4770.78
"Adventure Works LCD17W E203 White",Computers,51-60,24,1424.07
"A. Datum SLR Camera 35" X358 Black","Cameras and camcorders",51-60,20,6961.25
"SV Hand Games men M30 Red","Games and Toys",51-60,40,142.73
"SV Hand Games for students E40 Silver","Games and Toys",51-60,71,267.98
"SV Hand Games men M30 Black","Games and Toys",51-60,35,141.36
"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","Cell phones",51-60,27,4065.58
"SV DVD Player M100 Black","Music, Movies and Audio Books",51-60,50,1535.6
"Contoso DVD Player M110 Silver","Music, Movies and Audio Books",51-60,52,1571.14
"Contoso DVD 58 DVD Storage Binder M55 Silver","Music, Movies and Audio Books",51-60,70,517.05
"Proseware Photo Ink jet Printer E290 White",Computers,51-60,4,203.68
"MGS Hand Games for 12-16 boys E600 Yellow","Games and Toys",51-60,52,132.76
"WWI Screen 113in M1610 Silver",Computers,51-60,8,1237.47
"WWI Projector 720p DLP56 Silver",Computers,51-60,6,3214.24
"SV DVD 12-Inch Player Portable M400 Silver","Music, Movies and Audio Books",51-60,60,5742.47
"Contoso 16GB New Generation MP5 Player M1650 White",Audio,51-60,10,1240.77
"WWI Desktop PC2.30 M2300 White",Computers,51-60,80,24637.97
"The Phone Company PDA Phone Unlocked 3.5 inches M530 White","Cell phones",51-60,24,3371.06
"A. Datum SLR Camera X142 Orange","Cameras and camcorders",51-60,6,1685.08
"SV DVD 14-Inch Player Portable L100 Black","Music, Movies and Audio Books",51-60,57,9827.53
"Proseware Scan Jet Digital Flat Bed Scanner M300 Grey",Computers,51-60,17,1042.37
"SV 2GB Laptop memory E800 White",Computers,51-60,4,92.99
"NT Bluetooth Active Headphones E202 Black",Audio,51-60,53,1017.91
"Contoso Rubberized Skin BlackBerry E100 Black","Cell phones",51-60,16,129.04
"SV 500GB USB 2.0 Portable External Hard Drive X405 White",Computers,51-60,6,605.66
"SV DVD 48 DVD Storage Binder M50 Red","Music, Movies and Audio Books",51-60,30,285.72
"Contoso Touch Screen Phones  - LCD M12 Black","Cell phones",51-60,23,2481.94
"MGS Rise of Nations: Gold Edition 2009 E143","Games and Toys",51-60,8,163.65
"Fabrikam Microwave 1.0CuFt E1100 Silver","Home Appliances",51-60,5,323.17
"Adventure Works Desktop PC1.80 ED180 Silver",Computers,51-60,65,10929.76
"SV 16xDVD M310 Silver","TV and Video",51-60,25,1727.58
"The Phone Company Touch Screen Phones 26-2.2" M200 Grey","Cell phones",51-60,27,3096.06
"Contoso 16GB Mp5 Player M1600 Red",Audio,51-60,25,2427.71
"SV 8xDVD E120 Black","TV and Video",51-60,14,644.51
"Contoso Microwave 1.5CuFt X0110 Black","Home Appliances",51-60,6,2566.44
"Litware Microwave 0.9CuFt E090 White","Home Appliances",51-60,2,82.8
"NT Bluetooth Stereo Headphones E52 Pink",Audio,51-60,20,249.43
"Contoso Macro Zoom Lens X300 White","Cameras and camcorders",51-60,16,4126.77
"Fabrikam Budget Movie-Maker 1'' 25mm E400 Black","Cameras and camcorders",51-60,13,2600.25
"MGS Hand Games for students E400 Silver","Games and Toys",51-60,36,138.3
"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black",Computers,51-60,4,306.2
"NT Wireless Bluetooth Stereo Headphones E302 Silver",Audio,51-60,38,808.99
"The Phone Company Finger Touch Screen Phones M30 Black","Cell phones",51-60,28,2804.81
"SV DVD 38 DVD Storage Binder E25 Silver","Music, Movies and Audio Books",51-60,51,231.27
"A. Datum Rangefinder Digital Camera X200 Green","Cameras and camcorders",51-60,6,767.01
"Fabrikam Laptop14.1 M4100 White",Computers,51-60,16,4653.67
"WWI Stereo Bluetooth Headphones New Generation M370 Orange",Audio,51-60,24,1675.63
"Contoso Education Essentials Bundle M300 Grey",Computers,51-60,7,40.66
"Contoso DVD 14-Inch Player Portable L100 Silver","Music, Movies and Audio Books",51-60,45,7549.16
"Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White","Cameras and camcorders",51-60,9,7797.47
"A. Datum Bridge Digital Camera M300 Azure","Cameras and camcorders",51-60,19,1540.13
"SV Hand Games for 12-16 boys E60 Black","Games and Toys",51-60,22,45.86
"SV DVD 55DVD Storage Binder M56 Silver","Music, Movies and Audio Books",51-60,28,179.79
"Contoso Water Heater 4.0GPM M1250 Silver","Home Appliances",51-60,33,15864.26
"A. Datum Point Shoot Digital Camera M500 Orange","Cameras and camcorders",51-60,8,813.08
"Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White","Cameras and camcorders",51-60,11,3761.01
"WWI Desktop PC1.80 E1802 White",Computers,51-60,64,9745.6
"NT Wireless Bluetooth Stereo Headphones M402 Red",Audio,51-60,69,3420.61
"MGS Classic Flight Collection2009 E164","Games and Toys",51-60,25,366.37
"Fabrikam Refrigerator 9.7CuFt M5600 Grey","Home Appliances",51-60,6,1597.74
"MGS Age of Empires, 2009 E182","Games and Toys",51-60,25,372.58
"Adventure Works 37" 1080p LCD HDTV M150W Silver","TV and Video",51-60,29,17152.64
"WWI 2GB Spy Video Recorder Pen M300 White",Audio,51-60,55,5441.33
"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black",Computers,51-60,20,2628.94
"MGS Hand Games for kids E300 Red","Games and Toys",51-60,48,125.23
"Proseware Screen 100in M1609 White",Computers,51-60,12,1187.69
"SV Car Video LCD9.2W X9281 Black","TV and Video",51-60,5,3128.48
"The Phone Company PDA Handheld 4.7 inch L650 White","Cell phones",51-60,16,3653.7
"Adventure Works 15.6" LCD TV M130W Black","TV and Video",51-60,22,2749.36
"Fabrikam Microwave 2.2CuFt M1250 Red","Home Appliances",51-60,6,496.57
"Adventure Works 26" 720p LCD HDTV M140 Black","TV and Video",51-60,14,3147.99
"Contoso 512MB MP3 Player E51 Blue",Audio,51-60,12,76.44
"Contoso DVD Player M130 Grey","Music, Movies and Audio Books",51-60,63,2027.73
"SV DVD 12-Inch Player Portable M400 Black","Music, Movies and Audio Books",51-60,37,3659.17
"SV DVD Player M140 Gold","Music, Movies and Audio Books",51-60,61,2000.39
"Contoso DVD 9-Inch Player Portable M300 Black","Music, Movies and Audio Books",51-60,50,4200.69
"SV 16xDVD M330 Black","TV and Video",51-60,7,394.05
"Fabrikam Coffee Maker 5C E090 Silver","Home Appliances",51-60,3,197.13
"MGS MechCommander 2009 E173","Games and Toys",51-60,23,339.23
"WWI 2GB Spy Video Recorder Pen M300 Purple",Audio,51-60,48,4759.04
"A. Datum Point Shoot Digital Camera M500 Silver Grey","Cameras and camcorders",51-60,14,1465.93
"Fabrikam Microwave 0.9CuFt E0900 Red","Home Appliances",51-60,10,436.76
"Fabrikam Business Videographer 1/2'' 3mm M500 Grey","Cameras and camcorders",51-60,5,2696.11
"Contoso Cyber Shot Digital Cameras Adapter E306 Blue","Cameras and camcorders",51-60,6,120.78
"WWI Desktop PC1.80 E1800 Brown",Computers,51-60,39,4942.41
"SV Car Video LCD7 M7001 Black","TV and Video",51-60,16,2819.81
"The Phone Company PDA Palm 3.5 inch M810 Silver","Cell phones",51-60,25,4043.36
"Proseware Laser Jet All in one X300 Black",Computers,51-60,9,1206.53
"A. Datum All in One Digital Camera M200 Grey","Cameras and camcorders",51-60,10,1004.08
"SV DVD 60 DVD Storage Binder L20 Silver","Music, Movies and Audio Books",51-60,33,508.67
"Contoso Conversion Lens M550 Silver","Cameras and camcorders",51-60,13,1544.99
"Litware Refrigerator 9.7CuFt M560 Blue","Home Appliances",51-60,6,1597.74
"Contoso Macro Zoom Lens X300 Black","Cameras and camcorders",51-60,19,4343
"A. Datum Bridge Digital Camera M300 Green","Cameras and camcorders",51-60,9,908.55
"Contoso DVD External DVD Burner M200 Black","Music, Movies and Audio Books",51-60,34,1068.39
"WWI 1GB Pulse Smart pen E50 Silver",Audio,51-60,86,6073.44
"The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver","Cell phones",51-60,22,2579.43
"WWI Stereo Bluetooth Headphones E1000 Black",Audio,51-60,27,884.29
"A. Datum SLR Camera 35" M358 Blue","Cameras and camcorders",51-60,1,127.87
"Fabrikam Coffee Maker Auto 5C E090 Silver","Home Appliances",51-60,8,639.2
"Contoso DVD 55DVD Storage Binder M56 Red","Music, Movies and Audio Books",51-60,75,526.41
"Contoso Water Heater 7.2GPM X1800 White","Home Appliances",51-60,22,20722.56
"Contoso Coffee Maker 5C E0900 Black","Home Appliances",51-60,3,219.12
"Adventure Works Desktop PC1.60 ED160 Black",Computers,51-60,89,11862.79
"MGS Hand Games for Office worker L299 Black","Games and Toys",51-60,15,156.35
"WWI Desktop PC1.60 E1600 Red",Computers,51-60,39,3894.95
"WWI Desktop PC2.33 X2330 White",Computers,51-60,40,22877.6
"Contoso Microwave 0.8CuFt E0080 Silver","Home Appliances",51-60,8,385.74
"WWI Laptop12 M0120 White",Computers,51-60,10,1674.37
"MGS Bicycle Card Games2009 E166","Games and Toys",51-60,12,190.18
"SV 8xDVD E130 Black","TV and Video",51-60,24,635.5
"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White",Computers,51-60,6,510.6
"Contoso Touch Stylus Pen E150 Black","Cell phones",51-60,23,117.33
"Fabrikam Microwave 1.5CuFt X1100 Grey","Home Appliances",51-60,14,6476.8
"Contoso Expandable 3-Handset Cordless Phone System M204 Black","Cell phones",51-60,5,80.75
"SV DVD External DVD Burner M200 Silver","Music, Movies and Audio Books",51-60,55,1635.04
"WWI Wireless Bluetooth Stereo Headphones M270 Black",Audio,51-60,52,3098.99
"SV DVD Movies E100 Yellow","Music, Movies and Audio Books",51-60,59,367.21
"MGS Age of Mythology 2009 E158","Games and Toys",51-60,21,340.94
"WWI 2GB Pulse Smart pen M100 Silver",Audio,51-60,38,3889.2
"Contoso Home Theater System 4.1 Channel M1420 White","TV and Video",51-60,4,824.52
"The Phone Company Smart phones without camera E100 White","Cell phones",51-60,19,1165.96
"Adventure Works Desktop PC1.60 ED160 Brown",Computers,51-60,79,9921.98
"Fabrikam Refrigerator 3.2CuFt E1600 Silver","Home Appliances",51-60,2,274.48
"SV DVD 55DVD Storage Binder M56 Black","Music, Movies and Audio Books",51-60,49,318.87
"Contoso DVD 58 DVD Storage Binder M55 Black","Music, Movies and Audio Books",51-60,57,422.22
"SV DVD 7-Inch Player Portable E200 Black","Music, Movies and Audio Books",51-60,25,1436.84
"WWI Wireless Transmitter and Bluetooth Headphones X250 White",Audio,51-60,21,3987.62
"Contoso SLR Camera 35" X358 Black","Cameras and camcorders",51-60,12,4557.72
"WWI Wireless Transmitter and Bluetooth Headphones X250 Red",Audio,51-60,65,10566.32
"SV Hand Games for 12-16 boys E60 Red","Games and Toys",51-60,37,95.76
"Contoso DVD 15-Inch Player Portable L200 White","Music, Movies and Audio Books",51-60,45,9213.13
"Proseware Fax Machine E100 White",Computers,51-60,7,271.04
"The Phone Company PDA Wifi 3.5-inch M200 White","Cell phones",51-60,16,2383.89
"Proseware Screen 125in X1609 Silver",Computers,51-60,11,3387.57
"SV DVD 48 DVD Storage Binder M50 Black","Music, Movies and Audio Books",51-60,39,391.35
"Contoso Lens Adapter M450 Silver","Cameras and camcorders",51-60,19,689.22
"WWI Stereo Bluetooth Headphones E1000 Silver",Audio,51-60,26,783.6
"Contoso Private Branch Exchange M88 Black","Cell phones",51-60,23,379.87
"Fabrikam Microwave 1.5CuFt X1100 Black","Home Appliances",51-60,6,2396.56
"MGS Hand Games men M300 Yellow","Games and Toys",51-60,36,137.13
"Adventure Works Desktop PC1.80 ED182 Silver",Computers,51-60,74,17138.56
"Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver","Cell phones",51-60,25,65.43
"Contoso Projector 720p M620 White",Computers,51-60,17,6058.48
"Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black","Cameras and camcorders",51-60,17,19788.48
"Adventure Works 26" 720p LCD HDTV M140 White","TV and Video",51-60,27,6464.24
"Contoso DVD 58 DVD Storage Binder M55 Red","Music, Movies and Audio Books",51-60,63,459.48
"Adventure Works 19" Color Digital TV E35 Silver","TV and Video",51-60,4,255.1
"The Phone Company Smart phones without camera E100 Pink","Cell phones",51-60,27,1611.66
"WWI Projector 1080p DLP86 White",Computers,51-60,13,22540.19
"WWI Wireless Bluetooth Stereo Headphones M170 Silver",Audio,51-60,45,2842.49
"The Phone Company Smart phones Expert M400 Gold","Cell phones",51-60,22,3400.56
"SV Car Video TFT7 M7001 Brown","TV and Video",51-60,14,1910.06
"Fabrikam Social videographer 1'' 25mm E400 Black","Cameras and camcorders",51-60,8,549.77
"Litware Desktop Wind Tower Oscillating Fan E1201 Purple","Home Appliances",51-60,6,88.2
"SV 16xDVD E340 Silver","TV and Video",51-60,14,721.59
"Fabrikam Coffee Maker 4C E080 White","Home Appliances",51-60,7,356.18
"Contoso Dual Handset Cordless Phone System E20 Grey","Cell phones",51-60,11,74.01
"Litware 92mm DBB Case Fan E1101 White","Home Appliances",51-60,2,14.7
"Contoso 16GB New Generation MP5 Player M1650 blue",Audio,51-60,14,1803.05
"The Phone Company Smart phones without camera E100 Black","Cell phones",51-60,27,1635.16
